l0=0002 l1=001 l2=Eleg l8=1 l9=t	ΕΛΕΓΕΙΩΝ Α Ὦ ἄνα, Λητοῦσ υἱέ, Διὸσ τέκοσ, οὔποτε σεῖο λήσομαι ἀρχόμενοσ οὐδ’ ἀποπαυόμενοσ, ἀλλ’ αἰεὶ πρῶτόν τε καὶ ὕστατον ἔν τε μέσοισιν ἀείσω· σὺ δέ μοι κλῦθι καὶ ἐσθλὰ δίδου.
l0=0002 l1=001 l2=Eleg l8=1 l9=4	Φοῖβε ἄναξ, ὅτε μέν σε θεὰ τέκε πότνια Λητώ φοίνικοσ ῥαδινῆισ χερσὶν ἐφαψαμένη ἀθανάτων κάλλιστον ἐπὶ τροχοειδέι λίμνηι, πᾶσα μὲν ἐπλήσθη Δῆλοσ ἀπειρεσίη ὀδμῆσ ἀμβροσίησ, ἐγέλασσε δὲ Γαῖα πελώρη, γήθησεν δὲ βαθὺσ πόντοσ ἁλὸσ πολιῆσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=10	Ἄρτεμι θηροφόνη, θύγατερ Διόσ, ἣν Ἀγαμέμνων εἵσαθ’, ὅτ’ ἐσ Τροίην ἔπλεε νηυσὶ θοῆισ, εὐχομένωι μοι κλῦθι, κακὰσ δ’ ἀπὸ κῆρασ ἄλαλκε· σοὶ μὲν τοῦτο, θεά, σμικρόν, ἐμοὶ δὲ μέγα.
l0=0002 l1=001 l2=Eleg l8=1 l9=14	Μοῦσαι καὶ Χάριτεσ, κοῦραι Διόσ, αἵ ποτε Κάδμου ἐσ γάμον ἐλθοῦσαι καλὸν ἀείσατ’ ἔποσ, ‘ὅττι καλόν, φίλον ἐστί· τὸ δ’ οὐ καλὸν οὐ φίλον ἐστί,’ τοῦτ’ ἔποσ ἀθανάτων ἦλθε διὰ στομάτων.
l0=0002 l1=001 l2=Eleg l8=1 l9=18	Κύρνε, σοφιζομένωι μὲν ἐμοὶ σφρηγὶσ ἐπικείσθω τοῖσδ’ ἔπεσιν, λήσει δ’ οὔποτε κλεπτόμενα, οὐδέ τισ ἀλλάξει κάκιον τοὐσθλοῦ παρεόντοσ· ὧδε δὲ πᾶσ τισ ἐρεῖ· ’Θεύγνιδόσ ἐστιν ἔπη τοῦ Μεγαρέωσ· πάντασ δὲ κατ’ ἀνθρώπουσ ὀνομαστόσ.’
l0=0002 l1=001 l2=Eleg l8=1 l9=23	ἀστοῖσιν δ’ οὔπω πᾶσιν ἁδεῖν δύναμαι· οὐδὲν θαυμαστόν, Πολυπαί̈δη· οὐδὲ γὰρ ὁ Ζεύσ οὔθ’ ὕων πάντεσσ’ ἁνδάνει οὔτ’ ἀνέχων.
l0=0002 l1=001 l2=Eleg l8=1 l9=26	Σοὶ δ’ ἐγὼ εὖ φρονέων ὑποθήσομαι, οἷά περ αὐτόσ, Κύρν’, ἀπὸ τῶν ἀγαθῶν παῖσ ἔτ’ ἐὼν ἔμαθον· πέπνυσο, μηδ’ αἰσχροῖσιν ἐπ’ ἔργμασι μηδ’ ἀδίκοισιν τιμὰσ μηδ’ ἀρετὰσ ἕλκεο μηδ’ ἄφενοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=30	ταῦτα μὲν οὕτωσ ἴσθι· κακοῖσι δὲ μὴ προσομίλει ἀνδράσιν, ἀλλ’ αἰεὶ τῶν ἀγαθῶν ἔχεο· καὶ μετὰ τοῖσιν πῖνε καὶ ἔσθιε, καὶ μετὰ τοῖσιν ἵζε, καὶ ἅνδανε τοῖσ’, ὧν μεγάλη δύναμισ.
l0=0002 l1=001 l2=Eleg l8=1 l9=34	ἐσθλῶν μὲν γὰρ ἄπ’ ἐσθλὰ μαθήσεαι· ἢν δὲ κακοῖσιν συμμίσγηισ, ἀπολεῖσ καὶ τὸν ἐόντα νόον.
l0=0002 l1=001 l2=Eleg l8=1 l9=36	ταῦτα μαθὼν ἀγαθοῖσιν ὁμίλεε, καί ποτε φήσεισ εὖ συμβουλεύειν τοῖσι φίλοισιν ἐμέ.
l0=0002 l1=001 l2=Eleg l8=1 l9=38	Κύρνε, κύει πόλισ ἥδε, δέδοικα δὲ μὴ τέκηι ἄνδρα εὐθυντῆρα κακῆσ ὕβριοσ ἡμετέρησ.
l0=0002 l1=001 l2=Eleg l8=1 l9=40	ἀστοὶ μὲν γὰρ ἔθ’ οἵδε σαόφρονεσ, ἡγεμόνεσ δέ τετράφαται πολλὴν εἰσ κακότητα πεσεῖν.
l0=0002 l1=001 l2=Eleg l8=1 l9=42	οὐδεμίαν πω, Κύρν’, ἀγαθοὶ πόλιν ὤλεσαν ἄνδρεσ, ἀλλ’ ὅταν ὑβρίζειν τοῖσι κακοῖσιν ἅδηι δῆμόν τε φθείρουσι δίκασ τ’ ἀδίκοισι διδοῦσιν οἰκείων κερδέων εἵνεκα καὶ κράτεοσ· ἔλπεο μὴ δηρὸν κείνην πόλιν ἀτρεμέ’ ἧσθαι, μηδ’ εἰ νῦν κεῖται πολλῆι ἐν ἡσυχίηι, εὖτ’ ἂν τοῖσι κακοῖσι φίλ’ ἀνδράσι ταῦτα γένηται, κέρδεα δημοσίωι σὺν κακῶι ἐρχόμενα.
l0=0002 l1=001 l2=Eleg l8=1 l9=50	ἐκ τῶν γὰρ στάσιέσ τε καὶ ἔμφυλοι φόνοι ἀνδρῶν· μούναρχοι δὲ πόλει μήποτε τῆιδε ἅδοι.
l0=0002 l1=001 l2=Eleg l8=1 l9=52	Κύρνε, πόλισ μὲν ἔθ’ ἥδε πόλισ, λαοὶ δὲ δὴ ἄλλοι, οἳ πρόσθ’ οὔτε δίκασ ἤιδεσαν οὔτε νόμουσ, ἀλλ’ ἀμφὶ πλευραῖσι δορὰσ αἰγῶν κατέτριβον, ἔξω δ’ ὥστ’ ἔλαφοι τῆσδ’ ἐνέμοντο πόλεοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=56	καὶ νῦν εἰσ’ ἀγαθοί, Πολυπαί̈δη· οἱ δὲ πρὶν ἐσθλοί νῦν δειλοί.
l0=0002 l1=001 l2=Eleg l8=1 l9=58	τίσ κεν ταῦτ’ ἀνέχοιτ’ ἐσορῶν;
l0=0002 l1=001 l2=Eleg l8=1 l9=58	ἀλλήλουσ δ’ ἀπατῶσιν ἐπ’ ἀλλήλοισι γελῶντεσ, οὔτε κακῶν γνώμασ εἰδότεσ οὔτ’ ἀγαθῶν.
l0=0002 l1=001 l2=Eleg l8=1 l9=60	μηδένα τῶνδε φίλον ποιεῦ, Πολυπαί̈δη, ἀστῶν ἐκ θυμοῦ χρείησ οὕνεκα μηδεμιῆσ· ἀλλὰ δόκει μὲν πᾶσιν ἀπὸ γλώσσησ φίλοσ εἶναι, χρῆμα δὲ συμμείξηισ μηδενὶ μηδ’ ὁτιοῦν σπουδαῖον· γνώσηι γὰρ ὀιζυρῶν φρένασ ἀνδρῶν, ὥσ σφιν ἐπ’ ἔργοισιν πίστισ ἔπ’ οὐδεμία, ἀλλὰ δόλουσ ἀπάτασ τε πολυπλοκίασ τ’ ἐφίλησαν οὕτωσ ὡσ ἄνδρεσ μηκέτι σωιζόμενοι.
l0=0002 l1=001 l2=Eleg l8=1 l9=68	Μήποτε, Κύρνε, κακῶι πίσυνοσ βούλευε σὺν ἀνδρί, εὖτ’ ἂν σπουδαῖον πρῆγμ’ ἐθέληισ τελέσαι, ἀλλὰ μετ’ ἐσθλὸν ἰὼν βούλευ καὶ πολλὰ μογῆσαι καὶ μακρὴν ποσσίν, Κύρν’, ὁδὸν ἐκτελέσαι.
l0=0002 l1=001 l2=Eleg l8=1 l9=72	Πρῆξιν μηδὲ φίλοισιν ὅλωσ ἀνακοινέο πᾶσιν· παῦροί τοι πολλῶν πιστὸν ἔχουσι νόον.
l0=0002 l1=001 l2=Eleg l8=1 l9=74	Παύροισιν πίσυνοσ μεγάλ’ ἀνδράσιν ἔργ’ ἐπιχείρει, μή ποτ’ ἀνήκεστον, Κύρνε, λάβηισ ἀνίην.
l0=0002 l1=001 l2=Eleg l8=1 l9=76	Πιστὸσ ἀνὴρ χρυσοῦ τε καὶ ἀργύρου ἀντερύσασθαι ἄξιοσ ἐν χαλεπῆι, Κύρνε, διχοστασίηι.
l0=0002 l1=001 l2=Eleg l8=1 l9=78	Παύρουσ εὑρήσεισ, Πολυπαί̈δη, ἄνδρασ ἑταίρουσ πιστοὺσ ἐν χαλεποῖσ πρήγμασι γινομένουσ, οἵτινεσ ἂν τολμῶιεν ὁμόφρονα θυμὸν ἔχοντεσ ἶσον τῶν ἀγαθῶν τῶν τε κακῶν μετέχειν.
l0=0002 l1=001 l2=Eleg l8=1 l9=82	Τούτουσ οὔ χ’ εὕροισ διζήμενοσ οὐδ’ ἐπὶ πάντασ ἀνθρώπουσ, οὓσ ναῦσ μὴ μία πάντασ ἄγοι, οἷσιν ἐπὶ γλώσσηι τε καὶ ὀφθαλμοῖσιν ἔπεστιν αἰδώσ, οὐδ’ αἰσχρὸν χρῆμ’ ἔπι κέρδοσ ἄγει.
l0=0002 l1=001 l2=Eleg l8=1 l9=86	Μή μ’ ἔπεσιν μὲν στέργε, νόον δ’ ἔχε καὶ φρένασ ἄλληι, εἴ με φιλεῖσ καί σοι πιστὸσ ἔνεστι νόοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=88	ἤ με φίλει καθαρὸν θέμενοσ νόον, ἤ μ’ ἀποειπών ἔχθαιρ’ ἀμφαδίην νεῖκοσ ἀειράμενοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=90	ὃσ δὲ μιῆι γλώσσηι δίχ’ ἔχει νόον, οὗτοσ ἑταῖροσ δεινόσ, Κύρν’, ἐχθρὸσ βέλτεροσ ἢ φίλοσ ὤν.
l0=0002 l1=001 l2=Eleg l8=1 l9=92	Ἄν τισ ἐπαινήσηι σε τόσον χρόνον ὅσσον ὁρώιησ, νοσφισθεὶσ δ’ ἄλλην γλῶσσαν ἱῆισι κακήν, τοιοῦτόσ τοι ἑταῖροσ ἀνὴρ φίλοσ οὔ τι μάλ’ ἐσθλόσ, ὅσ κ’ εἴπηι γλώσσηι λῶια, φρονῆι δ’ ἕτερα.
l0=0002 l1=001 l2=Eleg l8=1 l9=96	ἀλλ’ εἴη τοιοῦτοσ ἐμοὶ φίλοσ, ὃσ τὸν ἑταῖρον γινώσκων ὀργὴν καὶ βαρὺν ὄντα φέρει ἀντὶ κασιγνήτου.
l0=0002 l1=001 l2=Eleg l8=1 l9=99	σὺ δέ μοι, φίλε, ταῦτ’ ἐνὶ θυμῶι φράζεο, καί ποτέ μου μνήσεαι ἐξοπίσω.
l0=0002 l1=001 l2=Eleg l8=1 l9=100	Μηδείσ σ’ ἀνθρώπων πείσηι κακὸν ἄνδρα φιλῆσαι, Κύρνε· τί δ’ ἔστ’ ὄφελοσ δειλὸσ ἀνὴρ φίλοσ ὤν;
l0=0002 l1=001 l2=Eleg l8=1 l9=102	οὔτ’ ἄν σ’ ἐκ χαλεποῖο πόνου ῥύσαιτο καὶ ἄτησ, οὔτε κεν ἐσθλὸν ἔχων τοῦ μεταδοῦν ἐθέλοι.
l0=0002 l1=001 l2=Eleg l8=1 l9=104	Δειλοὺσ εὖ ἕρδοντι ματαιοτάτη χάρισ ἐστίν· ἶσον καὶ σπείρειν πόντον ἁλὸσ πολιῆσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=106	οὔτε γὰρ ἂν πόντον σπείρων βαθὺ λήιον ἀμῶισ, οὔτε κακοὺσ εὖ δρῶν εὖ πάλιν ἀντιλάβοισ· ἄπληστον γὰρ ἔχουσι κακοὶ νόον· ἢν δ’ ἓν ἁμάρτηισ, τῶν πρόσθεν πάντων ἐκκέχυται φιλότησ· οἱ δ’ ἀγαθοὶ τὸ μέγιστον ἐπαυρίσκουσι παθόντεσ, μνῆμα δ’ ἔχουσ’ ἀγαθῶν καὶ χάριν ἐξοπίσω.
l0=0002 l1=001 l2=Eleg l8=1 l9=112	Μήποτε τὸν κακὸν ἄνδρα φίλον ποιεῖσθαι ἑταῖρον, ἀλλ’ αἰεὶ φεύγειν ὥστε κακὸν λιμένα.
l0=0002 l1=001 l2=Eleg l8=1 l9=114	Πολλοί τοι πόσιοσ καὶ βρώσιόσ εἰσιν ἑταῖροι, ἐν δὲ σπουδαίωι πρήγματι παυρότεροι.
l0=0002 l1=001 l2=Eleg l8=1 l9=116	Κιβδήλου δ’ ἀνδρὸσ γνῶναι χαλεπώτερον οὐδέν, Κύρν’, οὐδ’ εὐλαβίησ ἐστὶ περὶ πλέονοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=118	Χρυσοῦ κιβδήλοιο καὶ ἀργύρου ἀνσχετὸσ ἄτη, Κύρνε, καὶ ἐξευρεῖν ῥάιδιον ἀνδρὶ σοφῶι.
l0=0002 l1=001 l2=Eleg l8=1 l9=120	εἰ δὲ φίλου νόοσ ἀνδρὸσ ἐνὶ στήθεσσι λελήθηι ψυδρὸσ ἐών, δόλιον δ’ ἐν φρεσὶν ἦτορ ἔχηι, τοῦτο θεὸσ κιβδηλότατον ποίησε βροτοῖσιν, καὶ γνῶναι πάντων τοῦτ’ ἀνιηρότατον.
l0=0002 l1=001 l2=Eleg l8=1 l9=124	οὐδὲ γὰρ εἰδείησ ἀνδρὸσ νόον οὐδὲ γυναικόσ, πρὶν πειρηθείησ ὥσπερ ὑποζυγίου, οὐδέ κεν εἰκάσσαισ ὥσπερ ποτ’ ἐσ ὥριον ἐλθών· πολλάκι γὰρ γνώμην ἐξαπατῶσ’ ἰδέαι.
l0=0002 l1=001 l2=Eleg l8=1 l9=128	Μήτ’ ἀρετὴν εὔχου, Πολυπαί̈δη, ἔξοχοσ εἶναι μήτ’ ἄφενοσ· μοῦνον δ’ ἀνδρὶ γένοιτο τύχη.
l0=0002 l1=001 l2=Eleg l8=1 l9=130	Οὐδὲν ἐν ἀνθρώποισι πατρὸσ καὶ μητρὸσ ἄμεινον ἔπλετο, οἷσ’ ὁσίη, Κύρνε, μέμηλε δίκη.
l0=0002 l1=001 l2=Eleg l8=1 l9=132	Οὐδείσ, Κύρν’, ἄτησ καὶ κέρδεοσ αἴτιοσ αὐτόσ, ἀλλὰ θεοὶ τούτων δώτορεσ ἀμφοτέρων· οὐδέ τισ ἀνθρώπων ἐργάζεται ἐν φρεσὶν εἰδώσ, ἐσ τέλοσ εἴτ’ ἀγαθὸν γίνεται εἴτε κακόν.
l0=0002 l1=001 l2=Eleg l8=1 l9=136	πολλάκι γὰρ δοκέων θήσειν κακὸν ἐσθλὸν ἔθηκεν, καί τε δοκῶν θήσειν ἐσθλὸν ἔθηκε κακόν.
l0=0002 l1=001 l2=Eleg l8=1 l9=138	οὐδέ τωι ἀνθρώπων παραγίνεται, ὅσσα θέληισιν· ἴσχει γὰρ χαλεπῆσ πείρατ’ ἀμηχανίησ.
l0=0002 l1=001 l2=Eleg l8=1 l9=140	ἄνθρωποι δὲ μάταια νομίζομεν εἰδότεσ οὐδέν· θεοὶ δὲ κατὰ σφέτερον πάντα τελοῦσι νόον.
l0=0002 l1=001 l2=Eleg l8=1 l9=142	Οὐδείσ πω ξεῖνον, Πολυπαί̈δη, ἐξαπατήσασ οὐδ’ ἱκέτην θνητῶν ἀθανάτουσ ἔλαθεν.
l0=0002 l1=001 l2=Eleg l8=1 l9=144	Βούλεο δ’ εὐσεβέων ὀλίγοισ σὺν χρήμασιν οἰκεῖν ἢ πλουτεῖν ἀδίκωσ χρήματα πασάμενοσ.
l0=0002 l1=001 l2=Eleg l8=1 l9=146	ἐν δὲ δικαιοσύνηι συλλήβδην πᾶσ’ ἀρετή ’στι, πᾶσ δέ τ’ ἀνὴρ ἀγαθόσ, Κύρνε, δίκαιοσ ἐών.
l0=0002 l1=001 l2=Eleg l8=1 l9=148	Χρήματα μὲν δαίμων καὶ παγκάκωι ἀνδρὶ δίδωσιν, Κύρν’· ἀρετῆσ δ’ ὀλίγοισ’ ἀνδράσι μοῖρ’ ἕπεται.
