l0=0002 l1=003 l2=Eleg l8=1 l9=1	ὑμεῖσ δ’, ὦ Μεγαρεῖσ, οὔτε τρίτοι οὔτε τέταρτοι οὔτε δυωδέκατοι οὔτ’ ἐν λόγωι οὔτ’ ἐν ἀριθμῶι.
l0=0002 l1=003 l2=Eleg l8=2 l9=1	..
l0=0002 l1=003 l2=Eleg l8=2 l9=1	.
l0=0002 l1=003 l2=Eleg l8=2 l9=1	φόρμιγγα ἄχορδον ..
l0=0002 l1=003 l2=Eleg l8=2 l9=1	.
l0=0002 l1=003 l2=Eleg l8=3 l9=1	† βόμβων † ἐπαινήσω, 〈Πολυπαίδη〉 ..
l0=0002 l1=003 l2=Eleg l8=3 l9=1	.
l0=0002 l1=003 l2=Eleg l8=4 l9=1	Μήποτέ μοι πενίην θυμοφθόρον ἀνδρὶ χαλεφθείσ, μηδ’ ἀχρημοσύνην, Κύρνε, κακὴν πρόφερε.
l0=0002 l1=003 l2=Eleg l8=4 l9=2	Ζεὺσ γάρ τοι τὸ τάλαντον ἐπιρρέπει ἄλλοτε ἄλλωσ, ἄλλοτε μὲν πλουτεῖν, ἄλλοτε μηδὲν ἔχειν.
l0=0002 l1=003 l2=Eleg l8=4 l9=4	χρὴ δ’ ἀεὶ κατὰ γῆν τε καὶ εὐρέα νῶτα θαλάσσησ δίζεσθαι χαλεπῆσ, Κύρνε, λύσιν πενίησ.
l0=0002 l1=003 l2=Eleg l8=5 l9=1	Κύρν’, ἀγαθὸσ μὲν ἀνὴρ γνώμην ἔχει ἔμπεδον αἰεί, τολμᾶι δ’ ἔν τ’ ἀγαθοῖσ κείμενοσ ἔν τε κακοῖσ.
l0=0002 l1=003 l2=Eleg l8=5 l9=2	εἰ δὲ θεὸσ κακῶι ἀνδρὶ βίον καὶ πλοῦτον ὀπάσσηι ἀφραίνων βίοτον οὐ δύναται κατέχειν.
l0=0002 l1=003 l2=Eleg l8=6 l9=1	Πολλοῖσ’ ἀνθρώπων γλώσσηι θύρα οὐκ ἐπίκειται ἁρμοδίη, καί σφιν πόλλ’ ἀλάλητα πέλει.
l0=0002 l1=003 l2=Eleg l8=6 l9=2	πολλάκι γὰρ τὸ κακὸν κατακείμενον ἔνδοθεν ἦλθεν· ἐσθλὸν δ’ ἐξελθεῖν λώιον ἢ τὸ κακόν.
l0=0002 l1=003 l2=Eleg l8=7 l9=1	Ἐν πυρὶ μὲν χρυσόν τε καὶ ἄργυρον ἴδριεσ ἄνδρεσ γινώσκουσ’, ἀνδρὸσ δ’ οἶνοσ ἔδειξε νόον, καὶ μάλα περ πινυτοῦ· κακότητα δὲ πᾶσαν ἐλέγχει, ὥστε καταισχύνειν καὶ τὸν ἐόντα σοφόν.
l0=0002 l1=003 l2=Eleg l8=8 l9=1	Οἶνοσ πινόμενοσ πολὺσ κακόσ· ἢν δέ τισ αὐτὸν πίνηι ἐπισταμένωσ, οὐ κακόσ, ἀλλ’ ἀγαθόσ.
l0=0002 l1=003 l2=Eleg l8=9 l9=1	Οὐδένα θησαυρὸν καταθήσεαι ἔνδον ἀμείνω αἰδοῦσ, ἢν ἀγαθοῖσ’ ἀνδράσι, Κύρνε, διδῶισ.
l0=0002 l1=003 l2=Eleg l8=10 l9=1	Χρῆμα γυναικὸσ ἀνὴρ ἐσθλῆσ λαίζεται οὐδὲν κάλλιον, 〈οὐδέ ποτ’ αὖ ῥίγιον ἄλλο κακῆσ.〉
